comment_id,aweme_id,content,create_time,user_id,like_count,sub_comment_count,ip_location,所属地区
7607813478401426234,7604563664401599780,Ai这个词最早就是从这部电影知晓的,2026-02-17,97867103614,1,0,江苏,东南地区
7611075840067994405,7604563664401599780,20几年了也没有太多类似的片子出现，哎,2026-02-26,91623986413,0,0,四川,西南地区
7606321409543062282,7604563664401599780,这个是我哭得最惨的欧美片,2026-02-13,94837224464,0,0,江苏,东南地区
7608206912375456549,7604563664401599780,最孤单的电影,2026-02-18,690123711456839,0,0,重庆,西南地区
7610814040592679717,7604563664401599780,小男孩后来长裂了,2026-02-25,88849511402,0,0,上海,东南地区
7610769471087461146,7604563664401599780,以前看的时候我以为是比伯演的,2026-02-25,1834432829339293,0,0,贵州,西南地区
7613042287098004281,7604563664401599780,可怜的小熊也爱妈咪,2026-03-03,1390240058323243,0,0,山东,华北地区
7610898358299951882,7604563664401599780,第一次看完这个电影抑郁了一个月,2026-02-26,61056186400,1,0,北京,华北地区
7608066930557666075,7604563664401599780,很残忍很压抑的电影,2026-02-18,95022887868,0,0,山东,华北地区
7610748084326892337,7604563664401599780,不敢看第二遍，太虐心了,2026-02-25,2555723161026318,0,0,湖北,东南地区
7610821103334703909,7604563664401599780,"现在的人追逐Ai的,但是最后人没有了，只剩下Ai想变成人。",2026-02-25,1182710898886926,0,0,陕西,西北地区
7611124086358475569,7604563664401599780,去爱你等待了千年 最终换来一天,2026-02-26,2220660153647880,0,0,河北,华北地区
7618636979052086056,7617124416941608230,觉得gpt好用的绝对没用过claude,2026-03-19,95532571501,3,2,广东,东南地区
7618362550954328890,7617124416941608230,老板（用户），你通过写好指令（Prompt），利用记忆（Context），指挥超级大脑（LLM），为了让它干得更漂亮，你给它配备了项目经理（Agent），赋予了它专业技能（Skill）和办公工具（Tool），并通过统一标准（MCP）让它轻松连接各种资源，最后按字数（Token）给它结算工资,2026-03-18,3571664203556664,4357,78,山东,华北地区
7626281480519942949,7617124416941608230,token才是未来趋势,2026-04-08,2367697787827820,2,1,福建,东南地区
7617287790754251583,7617124416941608230,token其实就是类似电商搜索关键词的词根咯,2026-03-15,61164702138895,40,11,广东,东南地区
7617422089981018930,7617124416941608230,我一直认为token就是电费发的指令越复杂，耗电就越多,2026-03-15,58322346786,833,35,山东,华北地区
7625400668181988106,7617124416941608230,"指出一处错漏，博主没有说最重要的一个概念enbedding,大模型把文字切片后变成token ID以后,后续要做的最重要的一件事情就是生成向量，那才是真正表达对语义的理解",2026-04-06,149132986291943,1,1,浙江,东南地区
7620261089519534905,7617124416941608230,你们把大模型当霍金，这样就好理解了,2026-03-23,1557373068538349,30,5,福建,东南地区
7621124224815743794,7617124416941608230,未来依旧是英文的天下,2026-03-25,4406448491599712,18,3,安徽,东南地区
7617352854701654819,7617124416941608230,LLM：全称 Large Language Model（大语言模型），基于 Transformer 架构（2017 年 Google 提出），本质是 “文字接龙”—— 通过预测下一个概率最高的词生成内容。 Token：模型处理文本的最小单元，通过 Tokenizer（编码 / 解码工具）将文字转换为数字（Token ID），与词并非一一对应（如 “工作坊” 会被拆分为 “工作” 和 “坊”）。 Context：模型每次处理任务的信息总和（含对话历史、工具列表等），Context Window 为其最大 Token 容量（主流模型可达百万级）。 Prompt：分为 User Prompt（用户输入的问题 / 指令）和 System Prompt（开发者配置的人设 / 规则），决定模型输出质量 Tool：模型调用的外部函数（如天气查询），需通过平台中转调用，解决模型无法感知实时信息的问题 MCP：统一工具接入标准的协议，让工具仅需开发一次即可适配多平台 Agent：能自主规划、调用工具完成任务的系统（如查询天气后推荐雨伞店） Agent Skill：给 Agent 的说明文档，提前设定规则,2026-03-15,97035577170,17,0,四川,西南地区
7617264172954518309,7617124416941608230,token切分的不是一般意义理解的词，而是语言学意义上的词素，也就是无法切分的最小意义单元。工作坊和程序员都包含两个词素，所以必然被切分为2个token。,2026-03-15,100394658777,103,5,江苏,东南地区
7621477842891768614,7617124416941608230,token 的本来意思，就是圆圆的类似镚儿这种有意义的最小单位的标记。,2026-03-26,1832234492374015,2,1,北京,华北地区
7626778240649282353,7617124416941608230,token直译好像代币吧，我一直这样记的,2026-04-09,4064209463150875,0,2,广东,东南地区
7627678437662016310,7617124416941608230,token中文叫码元，怎么样，贴切吗？,2026-04-12,110907110521,0,2,安徽,东南地区
7618756215505879823,7617124416941608230,像一个发明专有名字的骗局,2026-03-19,82702678759,3,2,四川,西南地区
7617297160794735400,7617124416941608230,你要理解别人说的话，所耗费的脑力，就是 Token,2026-03-15,1049410404353611,281,10,安徽,东南地区
7619666517294646075,7617124416941608230,脑机接口一出。智能全废,2026-03-21,95890843703,0,1,广东,东南地区
7621385812937065265,7617124416941608230,我发现都是新造词，实际上用老的一样说得通，token —字节。mcp—sdk。agent—状态机。skill—模板。搞新词反而复杂了,2026-03-26,3825913016878989,14,1,湖南,东南地区
7617583629635666745,7617124416941608230,老师，我可以把token理解为相当于是手机运营商的流量吗？,2026-03-16,57105133461,59,11,浙江,东南地区
7617520823695491877,7617124416941608230,0.75倍真的很好睡,2026-03-16,91791213724,3,2,广东,东南地区
7622649056502317843,7617124416941608230,我用龙虾翻了大概20个字，花费了50万token,2026-03-29,92983273017,5,4,江苏,东南地区
7621572336047670074,7617124416941608230,prompt和agent skill 有啥区别,2026-03-26,62972268757,0,3,上海,东南地区
7617269201866408714,7617124416941608230,所以…ai的本质并不是智能，而是大数据汇总…,2026-03-15,83373663051,11671,366,浙江,东南地区
7618357906086232868,7617124416941608230,以后面试，问你一个需求怎么token消耗最少,2026-03-18,1271477070207869,321,24,安徽,东南地区
7617332545575535410,7617124416941608230,agent skill和system prompt有什么区别,2026-03-15,65207810694,13,10,上海,东南地区
7621513949864166202,7617124416941608230,token context tool别的工具都多少年了，也扯到AI新名词,2026-03-26,3115385539800665,7,1,辽宁,东北地区
7623066179560932145,7617124416941608230,chatGpt 属于llm还是属于Agent,2026-03-30,111001586084,1,2,陕西,西北地区
7617899906955379483,7617124416941608230,这个口吻感觉很Gemini,2026-03-17,93826246576,14,5,上海,东南地区
7621224128717144869,7617124416941608230,……我就修复3个bug 用了1千多万token……钱……钱……千万不要追求“完美”，太奢侈……只要能用没大问题就行了,2026-03-26,1825666333936429,5,3,天津,华北地区
7619710645530264355,7617124416941608230,prompt终究不是强约束，我就在模型微调的时候遇见过不遵守system prompt的回答,2026-03-21,100872387505,3,1,陕西,西北地区
7617430431416353573,7617124416941608230,目前最强的agent是哪个？,2026-03-15,21614282994,1,8,福建,东南地区
7617653599754519354,7617124416941608230,token context tool别的工具都多少年了，也扯到AI新名词,2026-03-16,1961165140277392,43,2,陕西,西北地区
7618636399571125033,7617124416941608230,我发现都是新造词，实际上用老的一样说得通，token —字节。mcp—sdk。agent—状态机。skill—模板。搞新词反而复杂了,2026-03-19,2730837577049564,39,6,广西,西南地区
7617331159836181307,7617124416941608230,消耗token是指模型的输入还是输出,2026-03-15,25587097006,27,12,北京,华北地区
7620980990106272549,7617124416941608230,所以词元是最准确的表达？,2026-03-25,75743833873,1,1,湖北,东南地区
7617275864212521769,7617124416941608230,吗用汉字还是更省token？,2026-03-15,68218790251,1,4,浙江,东南地区
7621364341225112379,7617124416941608230,查token 的这个网站怎么访问不了,2026-03-26,107704873147,1,3,陕西,西北地区
7621191994505560869,7617124416941608230,mcp是啥？,2026-03-25,96288242443,1,2,河北,华北地区
7617448130103411505,7617124416941608230,token的分词会不会影响模型的理解能力,2026-03-15,71158726669,1,1,广东,东南地区
7617331000860181298,7617124416941608230,token我印象中还是令牌,2026-03-15,100018319212,72,8,广东,东南地区
7621757120526500658,7617124416941608230,skill和system prompt有什么区别,2026-03-27,86165840666,0,1,北京,华北地区
7617695837771006774,7617124416941608230,假设你现在打开AI工具，说：“帮我订明天（3月17日）从北京到上海的高铁票，要上午出发、下午到，预算500以内，顺便查一下到站后去外滩的地铁线路”—— 这个场景里。你说出订高铁票的需求后，Tokenizer（翻译官）把中文翻译成token（数字积木），传给LLM（大脑）；LLM靠Context（临时记忆）记住你的需求，靠Context Window（记忆容量）记住全程对话；接着调用Tool（手脚）完成订票、查地铁，而MCP让这些工具能通用；最后Agent（完整智能人）靠自主规划能力，照着Agent Skills（技能手册），一步步自主完成所有任务——这就是所有概念的逻辑闭环。,2026-03-16,63488640354,16,1,北京,华北地区
7617293320235287333,7617124416941608230,token应该就是根据语义分割出单个模块的词和句子，未来随着分割技术越来越强，token的消耗也会降低,2026-03-15,95958051441,18,1,广东,东南地区
7617394866922373928,7617124416941608230,突然理解一个东西了。电＝原油，电造出来的算力＝汽油，汽油推动的轿车＝普通人用的大模型,2026-03-15,69417253901,20,7,四川,西南地区
7621185263418999610,7617124416941608230,别再花冤枉钱学什么 AI 了，真正的 AI 时代就是消灭这些繁琐和学习成本，这个过程会有一堆各种 AI，学完没多久就淘汰了又有新的出来,2026-03-25,75536112944,28,6,上海,东南地区
7621022827861377830,7617124416941608230,各种大模型里tokenizer怎么拆分token是固定的吗？,2026-03-25,1323464642528557,2,1,内蒙古,西北地区
7619490619064582950,7617124416941608230,大模型没法调用工具，只能通过平台调用工具，这个平台是什么？这个平台和agent有什么区别,2026-03-21,91695571609,2,2,江苏,东南地区
7623755185218847542,7617124416941608230,token开始是在币圈里挖矿诞生的吧,2026-04-01,796494404266432,1,0,安徽,东南地区
7621346914306491142,7617124416941608230,我至今都无法理解，AI 的本质就是词语接龙，它是如何涌现出智能的。,2026-03-26,93130871223,9,7,重庆,西南地区
7621542564981785396,7617124416941608230,所以，AI就是处理网上的数据，然后总结。 但是，如果有人误导并喂它错误的信息，那输出也有可能是错误的。,2026-03-26,51625916115,2,1,江苏,东南地区
7621342192527557433,7617124416941608230,为啥公司把skill和tool统称为skill啊 又乱了,2026-03-26,60421192065,4,2,山东,华北地区
7617627378717721379,7617124416941608230,93年的已经在拉屎准备上班了,2026-03-16,83746018868,53,2,浙江,东南地区
